account-seq,bureau-code,treasury-code,account_name,account-deleted
0,00,36-528710,"Pharmaceutical Co-payments, MCCF",N
0,00,36-528711,"Medical Care Collections Fund, Third Party Prescription Claims",N
0,00,36-528712,"Enhanced-use Lease Proceeds, MCCF",N
0,00,36-528713,Fee Basis 3rd Party MCCF,N
0,00,36-528730,"First Party Collections, MCCF",N
0,00,36-528740,"Third Party Collections, MCCF",N
0,00,36-528750,"MCCF, Asset Sales",N
0,00,36-528760,"Parking Fees, MCCF",N
0,00,36-528770,"Compensated Work Therapy, MCCF",N
0,00,36-528780,"Payments from Compensation and Pension, MCCF",N
0,00,36-528790,"MCCF, Long-term Care Copayments",N
0,00,36-535830,"Enhanced-use Lease Proceeds, Veterans Health Services Improvement Fund",N
0,00,36-537310,"Enrollment Fee, MCCF",N
0,00,36-813210,"NSLI Fund, Premium and Other Receipts",N
0,00,36-813220,"NSLI Fund, Interest",N
0,00,36-813310,"Deductions from Military Pay, Post-Vietnam Era Veterans Education Account",N
0,00,36-813320,"Contributions, Post-Vietnam Era Veterans Education Account",N
0,00,36-815020,"Interest and Profits on Investments in Public Debt Securities, USGLI",N
0,00,36-818010,"General Post Fund, National Homes, Deposits",N
0,00,36-818020,"General Post Fund, National Homes, Interest on Investments",N
0,15,36-0160,Medical Services,N
0,15,36-0152,Medical Support and Compliance,N
0,15,36-0165,DOD-VA Health Care Sharing Incentive Fund,N
0,15,36-0162,Medical Facilities,N
0,15,36-0161,Medical and Prosthetic Research,N
0,15,36-0169,Joint Department of Defense-Department of Veterans Affairs Medical Facility Demonstration Fund,N
0,15,36-5287,Medical Care Collections Fund,N
0,15,36-4014,Canteen Service Revolving Fund,N
0,15,36-4026,Medical Center Research Organizations,N
0,15,36-8180,"General Post Fund, National Homes",N
0,25,36-0102,Compensation and Pensions,N
0,25,36-0137,Readjustment Benefits,N
0,25,36-0120,Veterans Insurance and Indemnities,N
0,25,36-1121,Filipino Veterans Equity Compensation Fund,N
0,25,36-4012,Service-disabled Veterans Insurance Fund,N
0,25,36-4010,Veterans Reopened Insurance Fund,N
0,25,36-4009,Servicemembers' Group Life Insurance Fund,N
0,25,36-1119,Veterans Housing Benefit Program Fund,N
0,25,36-4127,Housing Direct Loan Financing Account,N
0,25,36-4129,Housing Guaranteed Loan Financing Account,N
0,25,36-4025,Housing Liquidating Account,N
0,25,36-1120,Native American Veteran Housing Loan Program Account,N
0,25,36-4130,Native American Direct Loan Financing Account,N
0,25,36-4258,Transitional Housing Direct Loan Financing Account,N
0,25,36-4112,Vocational Rehabilitation Direct Loan Financing Account,N
0,25,36-8133,Post-Vietnam Era Veterans Education Account,N
0,25,36-8132,National Service Life Insurance Fund,N
0,25,36-8150,United States Government Life Insurance Fund,N
0,25,36-8455,Veterans Special Life Insurance Fund,N
0,40,36-0110,"Construction, Major Projects",N
0,40,36-0111,"Construction, Minor Projects",N
0,40,36-0181,Grants for Construction of State Extended Care Facilities,N
0,40,36-0183,Grants for Construction of Veterans Cemeteries,N
0,40,36-0142,General Administration,N
0,40,36-0170,Office of Inspector General,N
0,40,36-0167,Information Technology Systems,N
0,40,36-0129,National Cemetery Administration,N
0,40,36-4537,Supply Fund,N
0,40,36-4539,Franchise Fund,N
0,40,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,TITLE V—GENERAL PROVISIONS,N
0,00,96-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,96-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,96-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,96-500700,"Special Recreation Use Fees, Corps of Engineers",N
0,00,96-509000,"Receipts from Leases of Lands Acquired for Flood Control, Navigation, and Allied Purposes",N
0,00,96-512500,"Licenses under Federal Power Act, Improvements of Navigable Waters, Maintenance and Operation of Dams, Etc.",N
0,00,96-549310,"User Fees, Fund for Non-Federal Use of Disposal Facilities",N
0,00,96-3132,Office of the Assistant Secretary of the Army for Civil Works,N
0,00,96-3122,Construction,N
0,00,96-3123,Operation and Maintenance,N
0,00,96-5383,Special Recreation User Fee,N
0,00,96-3112,Mississippi River and Tributaries,N
0,00,96-3125,Flood Control and Coastal Emergencies,N
0,00,96-3121,Investigations,N
0,00,96-3126,Regulatory Program,N
0,00,96-3130,Formerly Utilized Sites Remedial Action Program,N
0,00,96-3124,Expenses,N
0,00,96-3128,Washington Aqueduct,N
0,00,96-9921,Permanent Appropriations,N
0,00,96-4902,Revolving Fund,N
0,00,20-886130,"Users Fees, Inland Waterways Trust Fund",N
0,00,96-821720,"Earnings on Investments, South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund",N
0,00,96-886110,"Transfer from General Fund, Inland Waterways Revenue Act Taxes",N
0,00,96-886120,"Interest and Profits on Investments in Public Debt Securities, Inland Waterways Trust Fund",N
0,00,96-886210,"Contributions, Rivers and Harbors, Other Than Port and Harbor User Fees",N
0,00,96-886310,"User Fees, Harbor Maintenance Trust Fund",N
0,00,96-886320,"Earnings on Investments, Harbor Maintenance Trust Fund",N
0,00,96-8863,Harbor Maintenance Trust Fund,N
0,00,96-8861,Inland Waterways Trust Fund,N
0,00,96-8862,Rivers and Harbors Contributed Funds,N
0,00,96-8333,Coastal Wetlands Restoration Trust Fund,N
0,00,96-8217,South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,Allocations Received from Other Accounts,N
0,SP,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL PROVISIONS—CORPS OF ENGINEERS—CIVIL,N
0,SP,,TITLE III—GENERAL PROVISION,N
0,05,97-0040,Payment to Military Retirement Fund,N
0,05,97-809710,"Employing Agency Contributions, Military Retirement Fund",N
0,05,97-809720,"Earnings on Investments, Military Retirement Fund",N
0,05,97-809730,"Federal Contributions, Military Retirement Fund",N
0,05,97-809740,"Federal Contributions (concurrent Receipt Accruals), Military Retirement Fund",N
0,05,97-8097,Military Retirement Fund,N
0,07,97-547210,"Non-DoD Employing Agency Contributions, DoD Medicare-Eligible Retiree Health Care Fund",N
0,07,97-547220,"Earnings on Investments, DoD Medicare-Eligible Retiree Health Care Fund",N
0,07,97-547230,"Federal Contributions, DoD Medicare-Eligible Retiree Health Care Fund",N
0,07,97-547250,"Department of Defense Contributions, DoD Medicare-Eligible Retiree Health Care Fund",N
0,07,97-0850,Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund,N
0,07,97-5472,Department of Defense Medicare-Eligible Retiree Health Care Fund,N
0,10,97-809810,"Employing Agency Contributions, Education Benefits Fund",N
0,10,97-809820,"Interest on Investments, Education Benefits Fund",N
0,10,97-8098,Education Benefits Fund,N
0,15,74-0100,Salaries and Expenses,N
0,15,74-0101,Foreign Currency Fluctuations Account,N
0,15,74-856910,"Contributions, American Battle Monuments Commission",N
0,15,74-856920,"Earnings on Investments, American Battle Monuments Commission",N
0,15,74-8569,Contributions,N
0,20,84-0100,"General Fund Payment, Armed Forces Retirement Home",N
0,20,84-852230,"Fines and Forfeitures, Armed Forces Retirement Home",N
0,20,84-852240,"Other Receipts, Armed Forces Retirement Home",N
0,20,84-852250,"Gifts, Armed Forces Retirement Home",N
0,20,84-852260,"Property Sales/Leases, Armed Forces Retirement Home",N
0,20,84-852280,General Fund Payment to the Armed Forces Retirement Home,N
0,20,97-852210,"Deductions, Armed Forces Retirement Home",N
0,20,97-852220,"Interest from Investments, Armed Forces Retirement Home",N
0,20,84-8522,Armed Forces Retirement Home,N
0,25,21-1805,Salaries and Expenses,N
0,30,97-509500,"Sales of Hunting and Fishing Permits, Military Reservations",N
0,30,97-5095,Wildlife Conservation,N
0,45,90-0400,Salaries and Expenses,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,00,20-529500,Environmental Services,N
0,00,68-089300,"User Fees, Hazardous Waste Electronic Manifest",N
0,00,68-089500,"Registration, PMN, Other Services",N
0,00,68-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,68-275330,"Downward Reestimates of Subsidies, Abatement, Control and Compliance Loans",N
0,00,68-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,68-322900,"Cellulosic Biofuel Waiver Credits, Renewal Fuel Program",N
0,00,68-323100,Special and Trust Fund Gov Receipts Returned to the General Fund,N
0,00,68-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,68-537410,"Registration Service Fees, Pesticide Registration Fund",N
0,00,68-537420,"Interest on Investments, Pesticide Registration Fund",N
0,00,68-552410,"User Fees, Registration Review",N
0,00,68-552610,"User Fees, Pesticide Tolerance",N
0,00,68-552710,"User Fees, Pre-manufacture Notice",N
0,00,68-0200,Program and Research Operations,N
0,00,68-0112,Office of Inspector General,N
0,00,68-0107,Science and Technology,N
0,00,68-0108,Environmental Programs and Management,N
0,00,68-0110,Buildings and Facilities,N
0,00,68-0103,State and Tribal Assistance Grants,N
0,00,68-0250,Payment to the Hazardous Substance Superfund,N
0,00,68-5295,Environmental Services,N
0,00,68-5374,Pesticide Registration Fund,N
0,00,68-4310,Reregistration and Expedited Processing Revolving Fund,N
0,00,68-4565,Working Capital Fund,N
0,00,68-4322,"Abatement, Control, and Compliance Direct Loan Financing Account",N
0,00,20-814516,"Payment from the General Fund, Hazardous Substance Superfund, Recovery Act",N
0,00,20-815340,"Payment from the General Fund, Leaking Underground Storage Tank Trust Fund",N
0,00,68-814510,"Excise Taxes, Hazardous Substance Superfund",N
0,00,68-814515,"Corporation Income Taxes, Hazardous Substance Superfund",N
0,00,68-814520,"Interest and Profits on Investments, Hazardous Substance Superfund",N
0,00,68-814530,"Fines and Penalties, and Miscellaneous, Hazardous Substance Superfund",N
0,00,68-814540,"Recoveries, Hazardous Substance Superfund",N
0,00,68-814550,"Interfund Transactions, Hazardous Substance Superfund",N
0,00,68-815310,"Transfer from the General Fund Amounts Equivalent to Taxes, Leaking Underground Storage Tank Trust Fund",N
0,00,68-815320,"Earnings on Investments, Leaking Underground Storage Tank Trust Fund",N
0,00,68-815330,"Recoveries, Leaking Underground Storage Tank Trust Fund",N
0,00,68-8145,Hazardous Substance Superfund,N
0,00,68-8153,Leaking Underground Storage Tank Trust Fund,N
0,00,68-8221,Inland Oil Spill Programs,N
0,00,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,00,11-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,11-388517,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,11-551210,Spectrum Relocation Receipts,N
0,00,,Privacy and Civil Liberties Oversight Board,N
0,05,11-0209,The White House,N
0,05,11-1073,Armstrong Resolution Account,N
0,10,11-0210,Operating Expenses,N
0,10,11-0109,White House Repair and Restoration,N
0,15,11-1454,Special Assistance to the President and the Official Residence of the Vice President,N
0,20,11-1900,Salaries and Expenses,N
0,25,11-1453,Council on Environmental Quality and Office of Environmental Quality,N
0,25,11-3963,"Management Fund, Office of Environmental Quality",N
0,35,11-2000,Salaries and Expenses,N
0,50,11-0038,Salaries and Expenses,N
0,55,11-0300,Office of Management and Budget,N
0,60,11-1457,Office of National Drug Control Policy,N
0,65,11-2600,Office of Science and Technology Policy,N
0,70,11-0400,Office of the United States Trade Representative,N
0,95,11-0037,Unanticipated Needs,N
0,95,11-0035,Partnership Fund for Program Integrity Innovation,N
0,95,11-0034,Emergency Response Fund,N
0,95,11-0033,Unanticipated Needs for Natural Disasters,N
0,95,11-5512,Spectrum Relocation Fund,N
0,95,11-1096,Iraq Relief and Reconstruction Fund,N
0,95,11-1097,Operating Expenses of the Coalition Provisional Authority,N
0,SP,,ADMINISTRATIVE PROVISIONS,N
0,00,47-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,47-262300,Sale of Transportation Assets,N
0,00,47-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,47-384000,"Real Property Disposal, GSA",N
0,00,47-384200,"Broker Rebates, GSA",N
0,00,47-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,47-500520,"Land and Water Conservation Fund, Surplus Property Sales",N
0,00,47-525000,Recoveries of Transportation Charges,N
0,00,47-525410,"Receipts of Rent, Leases and Lease Payments for Government Owned Real Property",N
0,00,47-525420,"Other Receipts, Surplus Real and Related Personal Property",N
0,00,47-525430,Transfers of Surplus Real and Related Personal Property Receipts,N
0,00,47-538110,Acquisition Workforce Training Fund,N
0,00,47-819810,"Unconditional Gifts of Real, Personal, or Other Property",N
0,05,47-4542,Federal Buildings Fund,N
0,05,47-4543,"Federal Buildings Fund, Recovery Act",N
0,05,47-0535,Real Property Relocation,N
0,05,47-5254,Disposal of Surplus Real and Related Personal Property,N
0,10,47-5250,Expenses of Transportation Audit Contracts and Contract Administration,N
0,10,47-4534,Acquisition Services Fund,N
0,10,47-0505,"Energy-Efficient Federal Motor Vehicle Fleet Procurement, Recovery Act",N
0,30,47-0401,Government-wide Policy,N
0,30,47-0110,Operating Expenses,N
0,30,47-0108,Office of Inspector General,N
0,30,47-0600,Electronic Government (E-GOV) Fund,N
0,30,47-0105,Allowances and Office Staff for Former Presidents,N
0,30,47-0107,"Expenses, Presidential Transition",N
0,30,47-5381,Acquisition Workforce Training Fund,N
0,30,47-4549,Federal Citizen Services Fund,N
0,30,47-4540,Working Capital Fund,N
0,SP,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,00,80-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,80-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,80-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,80-0128,Education,N
0,00,80-0130,"Construction, Environmental Compliance, and Remediation",N
0,00,80-0115,Space Operations,N
0,00,80-0109,Office of Inspector General,N
0,00,80-0114,"Science, Aeronautics, and Exploration",N
0,00,80-0111,Human Space Flight,N
0,00,80-0110,"Science, Aeronautics and Technology",N
0,00,80-0112,Mission Support,N
0,00,80-4546,Working Capital Fund,N
0,00,80-897820,"Earnings on Investments, Science, Space and Technology Education Trust Fund",N
0,00,80-8978,"Science, Space, and Technology Education Trust Fund",N
0,00,80-8977,National Space Grant Program,N
0,00,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL FUND RECEIPT ACCOUNT,N
0,00,49-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,49-0100,Research and Related Activities,N
0,00,49-0551,Major Research Equipment and Facilities Construction,N
0,00,49-0180,Agency Operations and Award Management,N
0,00,49-0350,Office of the National Science Board,N
0,00,49-0300,Office of the Inspector General,N
0,00,49-0106,Education and Human Resources,N
0,00,49-896010,"Donations, National Science Foundation",N
0,00,49-8960,Donations,N
0,00,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL FUND RECEIPT ACCOUNT,N
0,00,24-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,24-539110,"Postal Service Contributions for Current Workers, Postal Service Retiree Health Benefits Fund",N
0,00,24-539120,"Earnings on Investments, Postal Service Retiree Health Benefits Fund",N
0,00,24-539130,"Postal Service Contributions for Benefits Paid to Retirees, Postal Service Retiree Health Benefits Fund",N
0,00,24-539150,"Postal Service Contributions from Escrow Account, Postal Service Retiree Health Benefits Fund",N
0,00,24-0100,Salaries and Expenses,N
0,00,24-0400,Office of Inspector General,N
0,00,24-0206,"Government Payment for Annuitants, Employees Health Benefits",N
0,00,24-0500,"Government Payment for Annuitants, Employee Life Insurance",N
0,00,24-0200,Payment to Civil Service Retirement and Disability Fund,N
0,00,24-0800,Flexible Benefits Plan Reserve,N
0,00,24-5391,Postal Service Retiree Health Benefits Fund,N
0,00,24-4571,Revolving Fund,N
0,00,24-813510,"Employee Contributions, Civil Service Retirement and Disability Fund",N
0,00,24-813520,"Agency Contributions, Civil Service Retirement and Disability Fund",N
0,00,24-813521,"District of Columbia Contributions, Civil Service Retirement and Disability Fund",N
0,00,24-813522,"Postal Service Agency Contributions, Civil Service Retirement and Disability Fund",N
0,00,24-813523,"Postal Service Supplemental Contributions, Civil Service Retirement and Disability Fund",N
0,00,24-813525,"FFB, TVA, and USPS Interest, Civil Service Retirement and Disability Fund",N
0,00,24-813530,"Employee Deposits, Redeposits and Other Contributions, Civil Service Retirement and Disability Fund",N
0,00,24-813540,"Treasury Interest, Civil Service Retirement and Disability Fund",N
0,00,24-813550,General Fund Payment to the Civil Service Retirement and Disability Fund,N
0,00,24-813570,"Re-employed Annuitants Salary Offset, Civil Service Retirement and Disability Fund",N
0,00,24-8135,Civil Service Retirement and Disability Fund,N
0,00,24-8424,Employees Life Insurance Fund,N
0,00,24-9981,Employees and Retired Employees Health Benefits Funds,N
0,SP,,GENERAL FUND RECEIPT ACCOUNT,N
0,00,73-272130,"Disaster Loan Program, Downward Reestimates of Subsidies",N
0,00,73-272210,"Business Loan Program, Negative Subsidies",N
0,00,73-272230,"Business Loan Program, Downward Reestimates of Subsidies",N
0,00,73-320000,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,73-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,73-0100,Salaries and Expenses,N
0,00,73-0200,Office of Inspector General,N
0,00,73-0300,Office of Advocacy,N
0,00,73-4156,Surety Bond Guarantees Revolving Fund,N
0,00,73-1154,Business Loans Program Account,N
0,00,73-4148,Business Direct Loan Financing Account,N
0,00,73-4149,Business Guaranteed Loan Financing Account,N
0,00,73-4154,Business Loan Fund Liquidating Account,N
0,00,73-1152,Disaster Loans Program Account,N
0,00,73-4150,Disaster Direct Loan Financing Account,N
0,00,73-4293,Disaster Loans Guaranteed Loan Financing Account,N
0,00,73-4153,Disaster Loan Fund Liquidating Account,N
0,00,73-4147,Pollution Control Equipment Fund Liquidating Account,N
0,00,,GENERAL FUND RECEIPT ACCOUNTS,N
0,00,,ADMINISTRATIVE PROVISIONS,N
0,00,28-241700,"SSI, Attorney Fees",N
0,00,28-310510,"Quinquennial Adjustment for Pre-1957 Military Service Credits, FOASI",N
0,00,28-310520,"Quinquennial Adjustment for Pre-1957 Military Service Credits, FDI",N
0,00,28-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,28-541910,"State Supplemental Fees, SSI",N
0,00,28-555510,"Administration Fees, Special Benefits for Certain World War II Veterans",N
0,00,75-241800,Receipts from SSI Administrative Fee,N
0,00,75-309600,Recovery of Beneficiary Overpayments from SSI Program,N
0,00,28-0404,Payments to Social Security Trust Funds,N
0,00,28-0415,"Administrative Costs, The Medicare Improvements for Patients and Providers Act",N
0,00,28-0416,"Administrative Expenses, Children's Health Insurance Program",N
0,00,28-0406,Supplemental Security Income Program,N
0,00,28-0401,Special Benefits for Certain World War II Veterans,N
0,00,28-0400,Office of the Inspector General,N
0,00,28-0418,Economic Recovery Payments,N
0,00,28-0417,"Administrative Expenses, Recovery Act",N
0,00,28-0423,Economic Recovery Administrative Expenses,N
0,00,28-5419,State Supplemental Fees,N
0,00,20-800615,"FOASI, Refunds",N
0,00,20-800713,"FDI, Transfers from OASI for DIB/DAC Payments",N
0,00,20-800715,"FDI, Refunds",N
0,00,20-800717,"FDI, Payments for Pre-1957 Military Service (quinquennial Adjustment)",N
0,00,28-800610,"FOASI, Transfers from General Fund (FICA Taxes)",N
0,00,28-800611,"FOASI, Transfers from General Fund (SECA Taxes)",N
0,00,28-800612,"FOASI, Federal Employer Contributions (FICA Taxes)",N
0,00,28-800618,"FOASI, General Fund Payments for Payroll Tax Holiday (PL 111–312)",N
0,00,28-800620,"FOASI, Interest Received by Trust Funds",N
0,00,28-800624,"FOASI, Refunds for Voluntary Income Tax Withholding, Principal",N
0,00,28-800625,"FOASI, Refunds for Voluntary Income Tax Withholding, Interest",N
0,00,28-800628,"FOASI, Non-Attorney Fees",N
0,00,28-800631,"FOASI, Attorney Fees",N
0,00,28-800660,"FOASI, Federal Payments to the FOASI Trust Fund",N
0,00,28-800690,"FOASI, Tax Refund Offset",N
0,00,28-800701,"FDI, Transfers from General Fund (FICA Taxes)",N
0,00,28-800711,"FDI, Transfers from General Fund (SECA Taxes)",N
0,00,28-800712,"FDI, Federal Employer Contributions (FICA Taxes)",N
0,00,28-800714,"CMIA Interest, Federal Disability Insurance Trust Fund",N
0,00,28-800718,"FDI, General Fund Payments for Payroll Tax Holiday (PL 111–312)",N
0,00,28-800720,"FDI, Interest Received by Trust Funds",N
0,00,28-800724,"FDI, Refunds for Voluntary Income Tax Withholding, Principal",N
0,00,28-800725,"FDI, Refunds for Voluntary Income Tax Withholding, Interest",N
0,00,28-800731,"Attorney Fees, Federal Disability Insurance Trust Fund",N
0,00,28-800760,"FDI, Federal Payments to the FDI Trust Fund",N
0,00,28-800765,"FDI, Payments for Post-1956 Military Service Credits",N
0,00,28-800790,"FDI, Tax Refund Offset",N
0,00,28-8006,Federal Old-age and Survivors Insurance Trust Fund,N
0,00,28-8007,Federal Disability Insurance Trust Fund,N
0,00,28-8704,Limitation on Administrative Expenses,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,Commissioner's Budget,N
0,00,95-3200,Salaries and Expenses,N
0,00,95-1700,Salaries and Expenses,N
0,00,95-2300,Salaries and Expenses,N
0,00,95-552810,"Contributions, Federal Home Loan Banks, Affordable Housing Program",N
0,00,95-5528,Affordable Housing Program,N
0,00,46-0200,Appalachian Regional Commission,N
0,00,46-809010,"General Fund Contributions, Appalachian Regional Commission",N
0,00,46-809030,"Fees for Services, Appalachian Regional Commission",N
0,00,46-9971,Miscellaneous Trust Funds,N
0,00,95-828120,"Interest on Investments, Barry Goldwater Scholarship and Excellence in Education Foundation",N
0,00,95-828130,"Gift and Donations, the Barry Goldwater Scholarship and Excellence in Education Fund",N
0,00,95-8281,Barry Goldwater Scholarship and Excellence in Education Foundation,N
0,00,95-322068,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,95-0206,International Broadcasting Operations,N
0,00,95-0204,Broadcasting Capital Improvements,N
0,00,95-0208,Broadcasting to Cuba,N
0,00,95-1147,Buying Power Maintenance,N
0,00,95-8285,Foreign Service National Separation Liability Trust Fund,N
0,00,95-557710,"Transfers from the Federal Reserve Board, Bureau of Consumer Financial Protection Fund",N
0,00,95-557720,"Earnings on Investments, Bureau of Consumer Financial Protection Fund",N
0,00,95-557730,Interstate Land Sales,N
0,00,95-557810,"Penalties and Fines, Consumer Financial Protection",N
0,00,95-5577,Bureau of Consumer Financial Protection Fund,N
0,00,95-5578,Consumer Financial Civil Penalty Fund,N
0,00,56-3400,Central Intelligence Agency Retirement and Disability System Fund,N
0,00,95-3850,Chemical Safety and Hazard Investigation Board,N
0,00,76-0100,Payment to the Christopher Columbus Fellowship Foundation,N
0,00,76-818730,"Gifts and Donations, Christopher Columbus Fellowship Foundation",N
0,00,76-8187,Christopher Columbus Fellowship Foundation,N
0,00,95-263900,Asset Sale Proceeds,N
0,00,95-4350,Asset Proceeds and Space Management Fund,N
0,00,95-2600,Salaries and Expenses,N
0,00,95-2602,National Capital Arts and Cultural Affairs,N
0,00,,ADMINISTRATIVE PROVISIONS,N
0,00,95-1900,Salaries and Expenses,N
0,00,95-2000,Salaries and Expenses,N
0,00,95-1400,Commodity Futures Trading Commission,N
0,00,95-4334,Customer Protection Fund,N
0,00,61-143500,"General Fund Proprietary Interest, not Otherwise Classified",N
0,00,61-0100,Salaries and Expenses,N
0,00,95-322055,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,95-2728,Operating Expenses,N
0,00,95-2720,"National and Community Service Programs, Operating Expenses",N
0,00,95-2726,Payment to National Service Trust Fund,N
0,00,95-0103,"Domestic Volunteer Service Programs, Operating Expenses",N
0,00,95-2721,Inspector General,N
0,00,95-2722,Salaries and Expenses,N
0,00,95-2723,VISTA Advance Payments Revolving Fund,N
0,00,95-826720,"Interest on Investment, National Service Trust Fund",N
0,00,95-826730,"Payment from the General Fund, National Service Trust Fund",N
0,00,95-826740,"Payment from the General Fund, National Service Trust Fund, Recovery Act",N
0,00,95-898110,Gifts and Contributions,N
0,00,95-9972,Gifts and Contributions,N
0,00,,ADMINISTRATIVE PROVISIONS,N
0,00,20-0151,Corporation for Public Broadcasting,N
0,00,95-5585,Travel Promotion Fund,N
0,00,95-558510,"Fees, Travel Promotion Fund",N
0,00,95-4592,Inspectors General Council Fund,N
0,00,95-1734,Federal Payment to Court Services and Offender Supervision Agency for the District of Columbia,N
0,00,95-1733,Public Defender Service for the District of Columbia,N
0,00,95-3900,Salaries and Expenses,N
0,00,95-0750,Delta Regional Authority,N
0,00,95-322067,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,95-1200,Denali Commission,N
0,00,95-8056,Denali Commission Trust Fund,N
0,10,95-322070,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,10,95-1712,Federal Payment to the District of Columbia Courts,N
0,10,95-1736,Defender Services in District of Columbia Courts,N
0,10,20-1759,Crime Victims Compensation Fund,N
0,10,20-1713,Federal Payment to the District of Columbia Judicial Retirement and Survivors Annuity Fund,N
0,10,20-821210,"Deductions from Employees Salaries, District of Columbia Judicial Retirement and Survivors Annuity Fund",N
0,10,20-821220,"Earnings on Investments, District of Columbia Judicial Retirement and Survivors Annuity Fund",N
0,10,20-821230,"Federal Payments, D.C. Judicial Retirement and Survivors Annuity",N
0,10,20-8212,District of Columbia Judicial Retirement and Survivors Annuity Fund,N
0,30,20-551110,"Federal Contribution, DC Federal Pension Fund",N
0,30,20-551120,"Earnings on Investments, DC Federal Pension Fund",N
0,30,20-1736,Federal Payment for Resident Tuition Support,N
0,30,20-1737,Federal Payment to Jump Start Public School Reform,N
0,30,20-1817,Federal Payment for School Improvement,N
0,30,20-1707,Federal Support for Economic Development and Management Reforms in the District,N
0,30,20-1771,Federal Payment for Emergency Planning and Security Cost in the District of Columbia,N
0,30,20-1714,Federal Payment to the District of Columbia Pension Fund,N
0,30,20-5500,Federal Supplemental District of Columbia Pension Fund,N
0,30,20-5511,District of Columbia Federal Pension Fund,N
0,30,20-4446,Federal Payment for Water and Sewer Services,N
0,30,20-8230,District of Columbia Federal Pension Liability Trust Fund,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,TITLE VIII—GENERAL PROVISIONS—DISTRICT OF COLUMBIA,N
0,00,95-1650,Salaries and Expenses,N
0,00,95-1651,Election Reform Programs,N
0,00,95-1652,Election Data Collection Grants,N
0,00,95-552210,"Fees, Electric Reliability Organization",N
0,00,95-5522,Electric Reliability Organization,N
0,00,45-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,45-0100,Salaries and Expenses,N
0,00,45-4019,"EEOC Education, Technical Assistance, and Training Revolving Fund",N
0,00,83-272710,"Export-Import Bank Loans, Negative Subsidies",N
0,00,83-272730,"Export-Import Bank Loans, Downward Reestimates of Subsidies",N
0,00,83-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,83-0105,Inspector General of the Export-Import Bank,N
0,00,83-0100,Export-Import Bank Loans Program Account,N
0,00,83-4028,Debt Reduction Financing Account,N
0,00,83-4161,Export-Import Bank Direct Loan Financing Account,N
0,00,83-4162,Export-Import Bank Guaranteed Loan Financing Account,N
0,00,83-4027,Export-Import Bank of the United States Liquidating Account,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,00,78-4131,Limitation on Administrative Expenses,N
0,00,78-4136,Farm Credit System Insurance Fund,N
0,00,27-089600,Spectrum License User Fees,N
